Origin,Destination,Value,Zone
Broombridge,Harmonstown,D2,1
Broombridge,Killester,D2,1
Broombridge,Clontarf Road,D2,1
Broombridge,Dublin Connolly,D2,1
Broombridge,Tara Street,D2,1
Broombridge,Dublin Pearse,D2,1
Broombridge,Grand Canal Dock,D2,1
Broombridge,Lansdowne Road,D2,1
Broombridge,Sandymount,D2,1
Broombridge,Sydney Parade,D2,1
Broombridge,Booterstown,D2,1
Broombridge,Blackrock,D2,1
Broombridge,Seapoint,D2,1
Broombridge,Salthill and Monkstown,D2,2
Broombridge,Dun Laoghaire (Mallin),D2,1
Broombridge,Sandycove and Glasthule,D2,1
Broombridge,Glenageary,D2,1
Broombridge,Dalkey,D2,1
Broombridge,Killiney,D2,1
Broombridge,Shankill,D2,1
Broombridge,Bray (Daly),D2,1
Broombridge,Greystones,D90,2
Broombridge,Kilcoole,D90,2
Broombridge,Wicklow,D91,3
Broombridge,Rathdrum,D92,4
Broombridge,Docklands,D2,1
Broombridge,Drumcondra,D1,1
Broombridge,Pelletstown,D1,1
Broombridge,Ashtown,D1,1
Broombridge,Navan Road Parkway,D1,1
Broombridge,Castleknock,D2,1
Broombridge,Coolmine,D2,1
Broombridge,Clonsilla,D2,1
Broombridge,Hansfield,D2,1
Broombridge,Dunboyne,D2,1
Broombridge,M3 Parkway,D2,1
Broombridge,Leixlip(Confey),D2,1
Broombridge,Leixlip(Louisa Bridge),D2,1
Broombridge,Maynooth,D2,1
Broombridge,Kilcock,D90,2
Broombridge,Enfield,D91,3
Broombridge,Dublin Heuston,D2,1
Broombridge,Park West and Cherry Orchard,D2,1
Broombridge,Clondalkin Fonthill,D2,1
Broombridge,Kishoge,D2,1
Broombridge,Adamstown,D2,1
Broombridge,Hazelhatch and Celbridge,D2,1
Broombridge,Sallins and Naas,D90,1
Broombridge,Newbridge,D91,3
Broombridge,Kildare,D92,4
Pelletstown,Drogheda (MacBride),D91,3
Pelletstown,Laytown,D91,3
Pelletstown,Gormanston,D90,2
Pelletstown,Balbriggan,D90,2
Pelletstown,Skerries,D90,2
Pelletstown,Rush and Lusk,D2,1
Pelletstown,Donabate,D2,1
Pelletstown,Malahide,D2,1
Pelletstown,Portmarnock,D2,1
Pelletstown,Clongriffin,D2,1
Pelletstown,Howth,D2,1
Pelletstown,Sutton,D2,1
Pelletstown,Bayside,D2,1
Pelletstown,Howth Junction and Donaghmede,D2,1
Pelletstown,Kilbarrack,D2,1
Pelletstown,Raheny,D2,1
Pelletstown,Harmonstown,D2,1
Pelletstown,Killester,D2,1
Pelletstown,Clontarf Road,D2,1
Pelletstown,Dublin Connolly,D2,1
Pelletstown,Tara Street,D2,1
Pelletstown,Dublin Pearse,D2,1
Pelletstown,Grand Canal Dock,D2,1
Pelletstown,Lansdowne Road,D2,1
Pelletstown,Sandymount,D2,1
Pelletstown,Sydney Parade,D2,1
Pelletstown,Booterstown,D2,1
Pelletstown,Blackrock,D2,1
Pelletstown,Seapoint,D2,1
Pelletstown,Salthill and Monkstown,D2,2
Pelletstown,Dun Laoghaire (Mallin),D2,1
Pelletstown,Sandycove and Glasthule,D2,1
Pelletstown,Glenageary,D2,1
Pelletstown,Dalkey,D2,1
Pelletstown,Killiney,D2,1
Pelletstown,Shankill,D2,1
Pelletstown,Bray (Daly),D2,1
Pelletstown,Greystones,D90,2
Pelletstown,Kilcoole,D90,2
Pelletstown,Wicklow,D91,3
Pelletstown,Rathdrum,D92,4
Pelletstown,Docklands,D2,1
Pelletstown,Drumcondra,D1,1
Pelletstown,Broombridge,D1,1
Pelletstown,Ashtown,D1,1
Pelletstown,Navan Road Parkway,D1,1
Pelletstown,Castleknock,D1,1
Pelletstown,Coolmine,D2,1
Pelletstown,Clonsilla,D2,1
Pelletstown,Hansfield,D2,1
Pelletstown,Dunboyne,D2,1
Pelletstown,M3 Parkway,D2,1
Pelletstown,Leixlip(Confey),D2,1
Pelletstown,Leixlip(Louisa Bridge),D2,1
Pelletstown,Maynooth,D2,1
Pelletstown,Kilcock,D90,2
Pelletstown,Enfield,D91,3
Pelletstown,Dublin Heuston,D2,1
Pelletstown,Park West and Cherry Orchard,D2,1
Pelletstown,Clondalkin Fonthill,D2,1
Pelletstown,Kishoge,D2,1
Pelletstown,Adamstown,D2,1
Pelletstown,Hazelhatch and Celbridge,D2,1
Pelletstown,Sallins and Naas,D90,1
Pelletstown,Newbridge,D91,3
Pelletstown,Kildare,D92,4
Ashtown,Drogheda (MacBride),D91,3
Ashtown,Laytown,D91,3
Ashtown,Gormanston,D90,2
Ashtown,Balbriggan,D90,2
Ashtown,Skerries,D90,2
Ashtown,Rush and Lusk,D2,1
Ashtown,Donabate,D2,1
Ashtown,Malahide,D2,1
Ashtown,Portmarnock,D2,1
Ashtown,Clongriffin,D2,1
Ashtown,Howth,D2,1
Ashtown,Sutton,D2,1
Ashtown,Bayside,D2,1
Ashtown,Howth Junction and Donaghmede,D2,1
Ashtown,Kilbarrack,D2,1
Ashtown,Raheny,D2,1
Ashtown,Harmonstown,D2,1
Ashtown,Killester,D2,1
Ashtown,Clontarf Road,D2,1
Ashtown,Dublin Connolly,D2,1
Ashtown,Tara Street,D2,1
Ashtown,Dublin Pearse,D2,1
Ashtown,Grand Canal Dock,D2,1
Ashtown,Lansdowne Road,D2,1
Ashtown,Sandymount,D2,1
Ashtown,Sydney Parade,D2,1
Ashtown,Booterstown,D2,1
Ashtown,Blackrock,D2,1
Ashtown,Seapoint,D2,1
Ashtown,Salthill and Monkstown,D2,2
Ashtown,Dun Laoghaire (Mallin),D2,1
Ashtown,Sandycove and Glasthule,D2,1
Ashtown,Glenageary,D2,1
Ashtown,Dalkey,D2,1
Ashtown,Killiney,D2,1
Ashtown,Shankill,D2,1
Ashtown,Bray (Daly),D2,1
Ashtown,Greystones,D90,2
Ashtown,Kilcoole,D90,2
Ashtown,Wicklow,D91,3
Ashtown,Rathdrum,D92,4
Ashtown,Docklands,D2,1
Ashtown,Drumcondra,D2,1
Ashtown,Broombridge,D1,1
Ashtown,Pelletstown,D1,1
Ashtown,Navan Road Parkway,D1,1
Ashtown,Castleknock,D1,1
Ashtown,Coolmine,D2,1
Ashtown,Clonsilla,D2,1
Ashtown,Hansfield,D2,1
Ashtown,Dunboyne,D2,1
Ashtown,M3 Parkway,D2,1
Ashtown,Leixlip(Confey),D2,1
Ashtown,Leixlip(Louisa Bridge),D2,1
Ashtown,Maynooth,D2,1
Ashtown,Kilcock,D90,2
Ashtown,Enfield,D91,3
Ashtown,Dublin Heuston,D2,1
Ashtown,Park West and Cherry Orchard,D2,1
Ashtown,Clondalkin Fonthill,D2,1
Ashtown,Kishoge,D2,1
Ashtown,Adamstown,D2,1
Ashtown,Hazelhatch and Celbridge,D2,1
Ashtown,Sallins and Naas,D90,1
Ashtown,Newbridge,D91,3
Ashtown,Kildare,D92,4
Navan Road Parkway,Drogheda (MacBride),D91,3
Navan Road Parkway,Laytown,D91,3
Navan Road Parkway,Gormanston,D90,2
Navan Road Parkway,Balbriggan,D90,2
Navan Road Parkway,Skerries,D90,2
Navan Road Parkway,Rush and Lusk,D2,1
Navan Road Parkway,Donabate,D2,1
Navan Road Parkway,Malahide,D2,1
Navan Road Parkway,Portmarnock,D2,1
Navan Road Parkway,Clongriffin,D2,1
Navan Road Parkway,Howth,D2,1
Navan Road Parkway,Sutton,D2,1
Navan Road Parkway,Bayside,D2,1
Navan Road Parkway,Howth Junction and Donaghmede,D2,1
Navan Road Parkway,Kilbarrack,D2,1
Navan Road Parkway,Raheny,D2,1
Navan Road Parkway,Harmonstown,D2,1
Navan Road Parkway,Killester,D2,1
Navan Road Parkway,Clontarf Road,D2,1
Navan Road Parkway,Dublin Connolly,D2,1
Navan Road Parkway,Tara Street,D2,1
Navan Road Parkway,Dublin Pearse,D2,1
Navan Road Parkway,Grand Canal Dock,D2,1
Navan Road Parkway,Lansdowne Road,D2,1
Navan Road Parkway,Sandymount,D2,1
Navan Road Parkway,Sydney Parade,D2,1
Navan Road Parkway,Booterstown,D2,1
Navan Road Parkway,Blackrock,D2,1
Navan Road Parkway,Seapoint,D2,1
Navan Road Parkway,Salthill and Monkstown,D2,2
Navan Road Parkway,Dun Laoghaire (Mallin),D2,1
Navan Road Parkway,Sandycove and Glasthule,D2,1
Navan Road Parkway,Glenageary,D2,1
Navan Road Parkway,Dalkey,D2,1
Navan Road Parkway,Killiney,D2,1
Navan Road Parkway,Shankill,D2,1
Navan Road Parkway,Bray (Daly),D2,1
Navan Road Parkway,Greystones,D90,2
Navan Road Parkway,Kilcoole,D90,2
Navan Road Parkway,Wicklow,D91,3
Navan Road Parkway,Rathdrum,D92,4
Navan Road Parkway,Docklands,D2,1
Navan Road Parkway,Drumcondra,D2,1
Navan Road Parkway,Broombridge,D1,1
Navan Road Parkway,Pelletstown,D1,1
Navan Road Parkway,Ashtown,D1,1
Navan Road Parkway,Castleknock,D1,1
Navan Road Parkway,Coolmine,D1,1
Navan Road Parkway,Clonsilla,D2,1
Navan Road Parkway,Hansfield,D2,1
Navan Road Parkway,Dunboyne,D2,1
Navan Road Parkway,M3 Parkway,D2,1
Navan Road Parkway,Leixlip(Confey),D2,1
Navan Road Parkway,Leixlip(Louisa Bridge),D2,1
Navan Road Parkway,Maynooth,D2,1
Navan Road Parkway,Kilcock,D90,2
Navan Road Parkway,Enfield,D91,3
Navan Road Parkway,Dublin Heuston,D2,1
Navan Road Parkway,Park West and Cherry Orchard,D2,1
Navan Road Parkway,Clondalkin Fonthill,D2,1
Navan Road Parkway,Kishoge,D2,1
Navan Road Parkway,Adamstown,D2,1
Navan Road Parkway,Hazelhatch and Celbridge,D2,1
Navan Road Parkway,Sallins and Naas,D90,1
Navan Road Parkway,Newbridge,D91,3
Navan Road Parkway,Kildare,D92,4
Castleknock,Drogheda (MacBride),D91,3
Castleknock,Laytown,D91,3
Castleknock,Gormanston,D90,2
Castleknock,Balbriggan,D90,2
Castleknock,Skerries,D90,2
Castleknock,Rush and Lusk,D2,1
Castleknock,Donabate,D2,1
Castleknock,Malahide,D2,1
Castleknock,Portmarnock,D2,1
Castleknock,Clongriffin,D2,1
Castleknock,Howth,D2,1
Castleknock,Sutton,D2,1
Castleknock,Bayside,D2,1
Castleknock,Howth Junction and Donaghmede,D2,1
Castleknock,Kilbarrack,D2,1
Castleknock,Raheny,D2,1
Castleknock,Harmonstown,D2,1
Castleknock,Killester,D2,1
Castleknock,Clontarf Road,D2,1
Castleknock,Dublin Connolly,D2,1
Castleknock,Tara Street,D2,1
Castleknock,Dublin Pearse,D2,1
Castleknock,Grand Canal Dock,D2,1
Castleknock,Lansdowne Road,D2,1
Castleknock,Sandymount,D2,1
Castleknock,Sydney Parade,D2,1
Castleknock,Booterstown,D2,1
Castleknock,Blackrock,D2,1
Castleknock,Seapoint,D2,1
Castleknock,Salthill and Monkstown,D2,2
Castleknock,Dun Laoghaire (Mallin),D2,1
Castleknock,Sandycove and Glasthule,D2,1
Castleknock,Glenageary,D2,1
Castleknock,Dalkey,D2,1
Castleknock,Killiney,D2,1
Castleknock,Shankill,D2,1
Castleknock,Bray (Daly),D2,1
Castleknock,Greystones,D90,2
Castleknock,Kilcoole,D90,2
Castleknock,Wicklow,D91,3
Castleknock,Rathdrum,D92,4
Castleknock,Docklands,D2,1
Castleknock,Drumcondra,D2,1
Castleknock,Broombridge,D2,1
Castleknock,Pelletstown,D1,1
Castleknock,Ashtown,D1,1
Castleknock,Navan Road Parkway,D1,1
Castleknock,Coolmine,D1,1
Castleknock,Clonsilla,D2,1
Castleknock,Hansfield,D2,1
Castleknock,Dunboyne,D2,1
Castleknock,M3 Parkway,D2,1
Castleknock,Leixlip(Confey),D2,1
Castleknock,Leixlip(Louisa Bridge),D2,1
Castleknock,Maynooth,D2,1
Castleknock,Kilcock,D14,2
Castleknock,Enfield,D91,3
Castleknock,Dublin Heuston,D2,1
Castleknock,Park West and Cherry Orchard,D2,1
Castleknock,Clondalkin Fonthill,D2,1
Castleknock,Kishoge,D2,1
Castleknock,Adamstown,D2,1
Castleknock,Hazelhatch and Celbridge,D2,1
Castleknock,Sallins and Naas,D90,1
Castleknock,Newbridge,D91,3
Castleknock,Kildare,D92,4
Coolmine,Drogheda (MacBride),D91,3
Coolmine,Laytown,D91,3
Coolmine,Gormanston,D90,2
Coolmine,Balbriggan,D90,2
Coolmine,Skerries,D90,2
Coolmine,Rush and Lusk,D2,1
Coolmine,Donabate,D2,1
Coolmine,Malahide,D2,1
Coolmine,Portmarnock,D2,1
Coolmine,Clongriffin,D2,1
Coolmine,Howth,D2,1
Coolmine,Sutton,D2,1
Coolmine,Bayside,D2,1
Coolmine,Howth Junction and Donaghmede,D2,1
Coolmine,Kilbarrack,D2,1
Coolmine,Raheny,D2,1
Coolmine,Harmonstown,D2,1
Coolmine,Killester,D2,1
Coolmine,Clontarf Road,D2,1
Coolmine,Dublin Connolly,D2,1
Coolmine,Tara Street,D2,1
Coolmine,Dublin Pearse,D2,1
Coolmine,Grand Canal Dock,D2,1
Coolmine,Lansdowne Road,D2,1
Coolmine,Sandymount,D2,1
Coolmine,Sydney Parade,D2,1
Coolmine,Booterstown,D2,1
Coolmine,Blackrock,D2,1
Coolmine,Seapoint,D2,1
Coolmine,Salthill and Monkstown,D2,2
Coolmine,Dun Laoghaire (Mallin),D2,1
Coolmine,Sandycove and Glasthule,D2,1
Coolmine,Glenageary,D2,1
Coolmine,Dalkey,D2,1
Coolmine,Killiney,D2,1
Coolmine,Shankill,D2,1
Coolmine,Bray (Daly),D2,1
Coolmine,Greystones,D90,2
Coolmine,Kilcoole,D90,2
Coolmine,Wicklow,D91,3
Coolmine,Rathdrum,D92,4
Coolmine,Docklands,D2,1
Coolmine,Drumcondra,D2,1
Coolmine,Broombridge,D2,1
Coolmine,Pelletstown,D2,1
Coolmine,Ashtown,D2,1
Coolmine,Navan Road Parkway,D1,1
Coolmine,Castleknock,D1,1
Coolmine,Clonsilla,D1,1
Coolmine,Hansfield,D1,1
Coolmine,Dunboyne,D2,1
Coolmine,M3 Parkway,D2,1
Coolmine,Leixlip(Confey),D2,1
Coolmine,Leixlip(Louisa Bridge),D2,1
Coolmine,Maynooth,D2,1
Coolmine,Kilcock,D14,2
Coolmine,Enfield,D91,3
Coolmine,Dublin Heuston,D2,1
Coolmine,Park West and Cherry Orchard,D2,1
Coolmine,Clondalkin Fonthill,D2,1
Coolmine,Kishoge,D2,1
Coolmine,Adamstown,D2,1
Coolmine,Hazelhatch and Celbridge,D2,1
Coolmine,Sallins and Naas,D90,1
Coolmine,Newbridge,D91,3
Coolmine,Kildare,D92,4
Clonsilla,Drogheda (MacBride),D91,3
Clonsilla,Laytown,D91,3
Clonsilla,Gormanston,D90,2
Clonsilla,Balbriggan,D90,2
Clonsilla,Skerries,D90,2
Clonsilla,Rush and Lusk,D2,1
Clonsilla,Donabate,D2,1
Clonsilla,Malahide,D2,1
Clonsilla,Portmarnock,D2,1
Clonsilla,Clongriffin,D2,1
Clonsilla,Howth,D2,1
Clonsilla,Sutton,D2,1
Clonsilla,Bayside,D2,1
Clonsilla,Howth Junction and Donaghmede,D2,1
Clonsilla,Kilbarrack,D2,1
Clonsilla,Raheny,D2,1
Clonsilla,Harmonstown,D2,1
Clonsilla,Killester,D2,1
Clonsilla,Clontarf Road,D2,1
Clonsilla,Dublin Connolly,D2,1
Clonsilla,Tara Street,D2,1
Clonsilla,Dublin Pearse,D2,1
Clonsilla,Grand Canal Dock,D2,1
Clonsilla,Lansdowne Road,D2,1
Clonsilla,Sandymount,D2,1
Clonsilla,Sydney Parade,D2,1
Clonsilla,Booterstown,D2,1
Clonsilla,Blackrock,D2,1
Clonsilla,Seapoint,D2,1
Clonsilla,Salthill and Monkstown,D2,2
Clonsilla,Dun Laoghaire (Mallin),D2,1
Clonsilla,Sandycove and Glasthule,D2,1
Clonsilla,Glenageary,D2,1
Clonsilla,Dalkey,D2,1
Clonsilla,Killiney,D2,1
Clonsilla,Shankill,D2,1
Clonsilla,Bray (Daly),D2,1
Clonsilla,Greystones,D90,2
Clonsilla,Kilcoole,D90,2
Clonsilla,Wicklow,D91,3
Clonsilla,Rathdrum,D92,4
Clonsilla,Docklands,D2,1
Clonsilla,Drumcondra,D2,1
Clonsilla,Broombridge,D2,1
Clonsilla,Pelletstown,D2,1
Clonsilla,Ashtown,D2,1
Clonsilla,Navan Road Parkway,D2,1
Clonsilla,Castleknock,D2,1
Clonsilla,Coolmine,D1,1
Clonsilla,Hansfield,D1,1
Clonsilla,Dunboyne,D2,1
Clonsilla,M3 Parkway,D2,1
Clonsilla,Leixlip(Confey),D2,1
Clonsilla,Leixlip(Louisa Bridge),D2,1
Clonsilla,Maynooth,D2,1
Clonsilla,Kilcock,D14,2
Clonsilla,Enfield,D91,3
Clonsilla,Dublin Heuston,D2,1
Clonsilla,Park West and Cherry Orchard,D2,1
Clonsilla,Clondalkin Fonthill,D2,1
Clonsilla,Kishoge,D2,1
Clonsilla,Adamstown,D2,1
Clonsilla,Hazelhatch and Celbridge,D2,1
Clonsilla,Sallins and Naas,D90,1
Clonsilla,Newbridge,D91,3
Clonsilla,Kildare,D92,4
Hansfield,Drogheda (MacBride),D91,3
Hansfield,Laytown,D91,3
Hansfield,Gormanston,D90,2
Hansfield,Balbriggan,D90,2
Hansfield,Skerries,D90,2
Hansfield,Rush and Lusk,D2,1
Hansfield,Donabate,D2,1
Hansfield,Malahide,D2,1
Hansfield,Portmarnock,D2,1
Hansfield,Clongriffin,D2,1
Hansfield,Howth,D2,1
Hansfield,Sutton,D2,1
Hansfield,Bayside,D2,1
Hansfield,Howth Junction and Donaghmede,D2,1
Hansfield,Kilbarrack,D2,1
Hansfield,Raheny,D2,1
Hansfield,Harmonstown,D2,1
Hansfield,Killester,D2,1
Hansfield,Clontarf Road,D2,1
Hansfield,Dublin Connolly,D2,1
Hansfield,Tara Street,D2,1
Hansfield,Dublin Pearse,D2,1
Hansfield,Grand Canal Dock,D2,1
Hansfield,Lansdowne Road,D2,1
Hansfield,Sandymount,D2,1
Hansfield,Sydney Parade,D2,1
Hansfield,Booterstown,D2,1
Hansfield,Blackrock,D2,1
Hansfield,Seapoint,D2,1
Hansfield,Salthill and Monkstown,D2,2
Hansfield,Dun Laoghaire (Mallin),D2,1
Hansfield,Sandycove and Glasthule,D2,1
Hansfield,Glenageary,D2,1
Hansfield,Dalkey,D2,1
Hansfield,Killiney,D2,1
Hansfield,Shankill,D2,1
Hansfield,Bray (Daly),D2,1
Hansfield,Greystones,D90,2
Hansfield,Kilcoole,D90,2
Hansfield,Wicklow,D91,3
Hansfield,Rathdrum,D92,4
Hansfield,Docklands,D2,1
Hansfield,Drumcondra,D2,1
Hansfield,Broombridge,D2,1
Hansfield,Pelletstown,D2,1
Hansfield,Ashtown,D2,1
Hansfield,Navan Road Parkway,D2,1
Hansfield,Castleknock,D2,1
Hansfield,Coolmine,D1,1
Hansfield,Clonsilla,D1,1
Hansfield,Dunboyne,D2,1
Hansfield,M3 Parkway,D2,1
Hansfield,Leixlip(Confey),D2,1
Hansfield,Leixlip(Louisa Bridge),D2,1
Hansfield,Maynooth,D2,1
Hansfield,Kilcock,D14,2
Hansfield,Enfield,D91,3
Hansfield,Dublin Heuston,D2,1
Hansfield,Park West and Cherry Orchard,D2,1
Hansfield,Clondalkin Fonthill,D2,1
Hansfield,Kishoge,D2,1
Hansfield,Adamstown,D2,1
Hansfield,Hazelhatch and Celbridge,D2,1
Hansfield,Sallins and Naas,D90,1
Hansfield,Newbridge,D91,3
Hansfield,Kildare,D92,4
Dunboyne,Drogheda (MacBride),D91,3
Dunboyne,Laytown,D91,3
Dunboyne,Gormanston,D90,2
Dunboyne,Balbriggan,D90,2
Dunboyne,Skerries,D90,2
Dunboyne,Rush and Lusk,D2,1
Dunboyne,Donabate,D2,1
Dunboyne,Malahide,D2,1
Dunboyne,Portmarnock,D2,1
Dunboyne,Clongriffin,D2,1
Dunboyne,Howth,D2,1
Dunboyne,Sutton,D2,1
Dunboyne,Bayside,D2,1
Dunboyne,Howth Junction and Donaghmede,D2,1
Dunboyne,Kilbarrack,D2,1
Dunboyne,Raheny,D2,1
Dunboyne,Harmonstown,D2,1
Dunboyne,Killester,D2,1
Dunboyne,Clontarf Road,D2,1
Dunboyne,Dublin Connolly,D2,1
Dunboyne,Tara Street,D2,1
Dunboyne,Dublin Pearse,D2,1
Dunboyne,Grand Canal Dock,D2,1
Dunboyne,Lansdowne Road,D2,1
Dunboyne,Sandymount,D2,1
Dunboyne,Sydney Parade,D2,1
Dunboyne,Booterstown,D2,1
Dunboyne,Blackrock,D2,1
Dunboyne,Seapoint,D2,1
Dunboyne,Salthill and Monkstown,D2,2
Dunboyne,Dun Laoghaire (Mallin),D2,1
Dunboyne,Sandycove and Glasthule,D2,1
Dunboyne,Glenageary,D2,1
Dunboyne,Dalkey,D2,1
Dunboyne,Killiney,D2,1
Dunboyne,Shankill,D2,1
Dunboyne,Bray (Daly),D2,1
Dunboyne,Greystones,D90,2
Dunboyne,Kilcoole,D90,2
Dunboyne,Wicklow,D91,3
Dunboyne,Rathdrum,D92,4
Dunboyne,Docklands,D2,1
Dunboyne,Drumcondra,D2,1
Dunboyne,Broombridge,D2,1
Dunboyne,Pelletstown,D2,1
Dunboyne,Ashtown,D2,1
Dunboyne,Navan Road Parkway,D2,1
Dunboyne,Castleknock,D2,1
Dunboyne,Coolmine,D2,1
Dunboyne,Clonsilla,D2,1
Dunboyne,Hansfield,D2,1
Dunboyne,M3 Parkway,D1,1
Dunboyne,Leixlip(Confey),D2,1
Dunboyne,Leixlip(Louisa Bridge),D2,1
Dunboyne,Maynooth,D2,1
Dunboyne,Kilcock,D90,2
Dunboyne,Enfield,D91,3
Dunboyne,Dublin Heuston,D2,1
Dunboyne,Park West and Cherry Orchard,D2,1
Dunboyne,Clondalkin Fonthill,D2,1
Dunboyne,Kishoge,D2,1
Dunboyne,Adamstown,D2,1
Dunboyne,Hazelhatch and Celbridge,D2,1
Dunboyne,Sallins and Naas,D90,1
Dunboyne,Newbridge,D91,3
Dunboyne,Kildare,D92,4
M3 Parkway,Drogheda (MacBride),D91,3
M3 Parkway,Laytown,D91,3
M3 Parkway,Gormanston,D90,2
M3 Parkway,Balbriggan,D90,2
M3 Parkway,Skerries,D90,2
M3 Parkway,Rush and Lusk,D2,1
M3 Parkway,Donabate,D2,1
M3 Parkway,Malahide,D2,1
M3 Parkway,Portmarnock,D2,1
M3 Parkway,Clongriffin,D2,1
M3 Parkway,Howth,D2,1
M3 Parkway,Sutton,D2,1
M3 Parkway,Bayside,D2,1
M3 Parkway,Howth Junction and Donaghmede,D2,1
M3 Parkway,Kilbarrack,D2,1
M3 Parkway,Raheny,D2,1
M3 Parkway,Harmonstown,D2,1
M3 Parkway,Killester,D2,1
M3 Parkway,Clontarf Road,D2,1
M3 Parkway,Dublin Connolly,D2,1
M3 Parkway,Tara Street,D2,1
M3 Parkway,Dublin Pearse,D2,1
M3 Parkway,Grand Canal Dock,D2,1
M3 Parkway,Lansdowne Road,D2,1
M3 Parkway,Sandymount,D2,1
M3 Parkway,Sydney Parade,D2,1
M3 Parkway,Booterstown,D2,1
M3 Parkway,Blackrock,D2,1
M3 Parkway,Seapoint,D2,1
M3 Parkway,Salthill and Monkstown,D2,2
M3 Parkway,Dun Laoghaire (Mallin),D2,1
M3 Parkway,Sandycove and Glasthule,D2,1
M3 Parkway,Glenageary,D2,1
M3 Parkway,Dalkey,D2,1
M3 Parkway,Killiney,D2,1
M3 Parkway,Shankill,D2,1
M3 Parkway,Bray (Daly),D2,1
M3 Parkway,Greystones,D90,2
M3 Parkway,Kilcoole,D90,2
M3 Parkway,Wicklow,D91,3
M3 Parkway,Rathdrum,D92,4
M3 Parkway,Docklands,D2,1
M3 Parkway,Drumcondra,D2,1
M3 Parkway,Broombridge,D2,1
M3 Parkway,Pelletstown,D2,1
M3 Parkway,Ashtown,D2,1
M3 Parkway,Navan Road Parkway,D2,1
M3 Parkway,Castleknock,D2,1
M3 Parkway,Coolmine,D2,1
M3 Parkway,Clonsilla,D2,1
M3 Parkway,Hansfield,D2,1
M3 Parkway,Dunboyne,D1,1
M3 Parkway,Leixlip(Confey),D2,1
M3 Parkway,Leixlip(Louisa Bridge),D2,1
M3 Parkway,Maynooth,D2,1
M3 Parkway,Kilcock,D90,2
M3 Parkway,Enfield,D91,3
M3 Parkway,Dublin Heuston,D2,1
M3 Parkway,Park West and Cherry Orchard,D2,1
M3 Parkway,Clondalkin Fonthill,D2,1
M3 Parkway,Kishoge,D2,1
M3 Parkway,Adamstown,D2,1
M3 Parkway,Hazelhatch and Celbridge,D2,1
M3 Parkway,Sallins and Naas,D90,1
M3 Parkway,Newbridge,D91,3
M3 Parkway,Kildare,D92,4
Leixlip(Confey),Drogheda (MacBride),D91,3
Leixlip(Confey),Laytown,D91,3
Leixlip(Confey),Gormanston,D90,2
Leixlip(Confey),Balbriggan,D90,2
Leixlip(Confey),Skerries,D90,2
Leixlip(Confey),Rush and Lusk,D2,1
Leixlip(Confey),Donabate,D2,1
Leixlip(Confey),Malahide,D2,1
Leixlip(Confey),Portmarnock,D2,1
Leixlip(Confey),Clongriffin,D2,1
Leixlip(Confey),Howth,D2,1
Leixlip(Confey),Sutton,D2,1
Leixlip(Confey),Bayside,D2,1
Leixlip(Confey),Howth Junction and Donaghmede,D2,1
Leixlip(Confey),Kilbarrack,D2,1
Leixlip(Confey),Raheny,D2,1
Leixlip(Confey),Harmonstown,D2,1
Leixlip(Confey),Killester,D2,1
Leixlip(Confey),Clontarf Road,D2,1
Leixlip(Confey),Dublin Connolly,D2,1
Leixlip(Confey),Tara Street,D2,1
Leixlip(Confey),Dublin Pearse,D2,1
Leixlip(Confey),Grand Canal Dock,D2,1
Leixlip(Confey),Lansdowne Road,D2,1
Leixlip(Confey),Sandymount,D2,1
Leixlip(Confey),Sydney Parade,D2,1
Leixlip(Confey),Booterstown,D2,1
Leixlip(Confey),Blackrock,D2,1
Leixlip(Confey),Seapoint,D2,1
Leixlip(Confey),Salthill and Monkstown,D2,2
Leixlip(Confey),Dun Laoghaire (Mallin),D2,1
Leixlip(Confey),Sandycove and Glasthule,D2,1
Leixlip(Confey),Glenageary,D2,1
Leixlip(Confey),Dalkey,D2,1
Leixlip(Confey),Killiney,D2,1
Leixlip(Confey),Shankill,D2,1
Leixlip(Confey),Bray (Daly),D2,1
Leixlip(Confey),Greystones,D90,2
Leixlip(Confey),Kilcoole,D90,2
Leixlip(Confey),Wicklow,D91,3
Leixlip(Confey),Rathdrum,D92,4
Leixlip(Confey),Docklands,D2,1
Leixlip(Confey),Drumcondra,D2,1
Leixlip(Confey),Broombridge,D2,1
Leixlip(Confey),Pelletstown,D2,1
Leixlip(Confey),Ashtown,D2,1
Leixlip(Confey),Navan Road Parkway,D2,1
Leixlip(Confey),Castleknock,D2,1
Leixlip(Confey),Coolmine,D2,1
Leixlip(Confey),Clonsilla,D2,1
Leixlip(Confey),Hansfield,D2,1
Leixlip(Confey),Dunboyne,D2,1
Leixlip(Confey),M3 Parkway,D2,1
Leixlip(Confey),Leixlip(Louisa Bridge),D1,1
Leixlip(Confey),Maynooth,D2,1
Leixlip(Confey),Kilcock,D14,2
Leixlip(Confey),Enfield,D91,3
Leixlip(Confey),Dublin Heuston,D2,1
Leixlip(Confey),Park West and Cherry Orchard,D2,1
Leixlip(Confey),Clondalkin Fonthill,D2,1
Leixlip(Confey),Kishoge,D2,1
Leixlip(Confey),Adamstown,D2,1
Leixlip(Confey),Hazelhatch and Celbridge,D2,1
Leixlip(Confey),Sallins and Naas,D90,1
Leixlip(Confey),Newbridge,D91,3
Leixlip(Confey),Kildare,D92,4
