Origin,Destination,Value
Drumcondra,Dublin Pearse,D1
Drumcondra,Grand Canal Dock,D1
Drumcondra,Lansdowne Road,D2
Drumcondra,Sandymount,D2
Drumcondra,Sydney Parade,D2
Drumcondra,Booterstown,D2
Drumcondra,Blackrock,D2
Drumcondra,Seapoint,D2
Drumcondra,Salthill and Monkstown,D2
Drumcondra,Dun Laoghaire (Mallin),D2
Drumcondra,Sandycove and Glasthule,D2
Drumcondra,Glenageary,D2
Drumcondra,Dalkey,D2
Drumcondra,Killiney,D2
Drumcondra,Shankill,D2
Drumcondra,Bray (Daly),D2
Drumcondra,Greystones,D90
Drumcondra,Kilcoole,D90
Drumcondra,Wicklow,D91
Drumcondra,Rathdrum,D92
Drumcondra,Docklands,D2
Drumcondra,Broombridge,D1
Drumcondra,Pelletstown,D2
Drumcondra,Ashtown,D2
Drumcondra,Navan Road Parkway,D2
Drumcondra,Castleknock,D2
Drumcondra,Coolmine,D2
Drumcondra,Clonsilla,D2
Drumcondra,Hansfield,D2
Drumcondra,Dunboyne,D2
Drumcondra,M3 Parkway,D2
Drumcondra,Leixlip(Confey),D2
Drumcondra,Leixlip(Louisa Bridge),D2
Drumcondra,Maynooth,D2
Drumcondra,Kilcock,D90
Drumcondra,Enfield,D91
Broombridge,Drogheda (MacBride),D91
Broombridge,Laytown,D91
Broombridge,Gormanston,D90
Broombridge,Balbriggan,D90
Broombridge,Skerries,D90
Broombridge,Rush and Lusk,D2
Broombridge,Donabate,D2
Broombridge,Malahide,D2
Broombridge,Portmarnock,D2
Broombridge,Clongriffin,D2
Broombridge,Howth,D2
Broombridge,Sutton,D2
Broombridge,Bayside,D2
Broombridge,Howth Junction and Donaghmede,D2
Broombridge,Kilbarrack,D2
Broombridge,Raheny,D2
Broombridge,Harmonstown,D2
Broombridge,Killester,D2
Broombridge,Clontarf Road,D2
Broombridge,Dublin Connolly,D2
Broombridge,Tara Street,D2
Broombridge,Dublin Pearse,D2
Broombridge,Grand Canal Dock,D2
Broombridge,Lansdowne Road,D2
Broombridge,Sandymount,D2
Broombridge,Sydney Parade,D2
Broombridge,Booterstown,D2
Broombridge,Blackrock,D2
Broombridge,Seapoint,D2
Broombridge,Salthill and Monkstown,D2
Broombridge,Dun Laoghaire (Mallin),D2
Broombridge,Sandycove and Glasthule,D2
Broombridge,Glenageary,D2
Broombridge,Dalkey,D2
Broombridge,Killiney,D2
Broombridge,Shankill,D2
Broombridge,Bray (Daly),D2
Broombridge,Greystones,D90
Broombridge,Kilcoole,D90
Broombridge,Wicklow,D91
Broombridge,Rathdrum,D92
Broombridge,Docklands,D2
Broombridge,Drumcondra,D1
Broombridge,Pelletstown,D1
Broombridge,Ashtown,D1
Broombridge,Navan Road Parkway,D2
Broombridge,Castleknock,D2
Broombridge,Coolmine,D2
Broombridge,Clonsilla,D2
Broombridge,Hansfield,D2
Broombridge,Dunboyne,D2
Broombridge,M3 Parkway,D2
Broombridge,Leixlip(Confey),D2
Broombridge,Leixlip(Louisa Bridge),D2
Broombridge,Maynooth,D2
Broombridge,Kilcock,D90
Broombridge,Enfield,D91
Pelletstown,Drogheda (MacBride),D91
Pelletstown,Laytown,D91
Pelletstown,Gormanston,D90
Pelletstown,Balbriggan,D90
Pelletstown,Skerries,D90
Pelletstown,Rush and Lusk,D2
Pelletstown,Donabate,D2
Pelletstown,Malahide,D2
Pelletstown,Portmarnock,D2
Pelletstown,Clongriffin,D2
Pelletstown,Howth,D2
Pelletstown,Sutton,D2
Pelletstown,Bayside,D2
Pelletstown,Howth Junction and Donaghmede,D2
Pelletstown,Kilbarrack,D2
Pelletstown,Raheny,D2
Pelletstown,Harmonstown,D2
Pelletstown,Killester,D2
Pelletstown,Clontarf Road,D2
Pelletstown,Dublin Connolly,D2
Pelletstown,Tara Street,D2
Pelletstown,Dublin Pearse,D2
Pelletstown,Grand Canal Dock,D2
Pelletstown,Lansdowne Road,D2
Pelletstown,Sandymount,D2
Pelletstown,Sydney Parade,D2
Pelletstown,Booterstown,D2
Pelletstown,Blackrock,D2
Pelletstown,Seapoint,D2
Pelletstown,Salthill and Monkstown,D2
Pelletstown,Dun Laoghaire (Mallin),D2
Pelletstown,Sandycove and Glasthule,D2
Pelletstown,Glenageary,D2
Pelletstown,Dalkey,D2
Pelletstown,Killiney,D2
Pelletstown,Shankill,D2
Pelletstown,Bray (Daly),D2
Pelletstown,Greystones,D90
Pelletstown,Kilcoole,D90
Pelletstown,Wicklow,D91
Pelletstown,Rathdrum,D92
Pelletstown,Docklands,D2
Pelletstown,Drumcondra,D2
Pelletstown,Broombridge,D1
Pelletstown,Ashtown,D1
Pelletstown,Navan Road Parkway,D1
Pelletstown,Castleknock,D2
Pelletstown,Coolmine,D2
Pelletstown,Clonsilla,D2
Pelletstown,Hansfield,D2
Pelletstown,Dunboyne,D2
Pelletstown,M3 Parkway,D2
Pelletstown,Leixlip(Confey),D2
Pelletstown,Leixlip(Louisa Bridge),D2
Pelletstown,Maynooth,D2
Pelletstown,Kilcock,D90
Pelletstown,Enfield,D91
Ashtown,Drogheda (MacBride),D91
Ashtown,Laytown,D91
Ashtown,Gormanston,D90
Ashtown,Balbriggan,D90
Ashtown,Skerries,D90
Ashtown,Rush and Lusk,D2
Ashtown,Donabate,D2
Ashtown,Malahide,D2
Ashtown,Portmarnock,D2
Ashtown,Clongriffin,D2
Ashtown,Howth,D2
Ashtown,Sutton,D2
Ashtown,Bayside,D2
Ashtown,Howth Junction and Donaghmede,D2
Ashtown,Kilbarrack,D2
Ashtown,Raheny,D2
Ashtown,Harmonstown,D2
Ashtown,Killester,D2
Ashtown,Clontarf Road,D2
Ashtown,Dublin Connolly,D2
Ashtown,Tara Street,D2
Ashtown,Dublin Pearse,D2
Ashtown,Grand Canal Dock,D2
Ashtown,Lansdowne Road,D2
Ashtown,Sandymount,D2
Ashtown,Sydney Parade,D2
Ashtown,Booterstown,D2
Ashtown,Blackrock,D2
Ashtown,Seapoint,D2
Ashtown,Salthill and Monkstown,D2
Ashtown,Dun Laoghaire (Mallin),D2
Ashtown,Sandycove and Glasthule,D2
Ashtown,Glenageary,D2
Ashtown,Dalkey,D2
Ashtown,Killiney,D2
Ashtown,Shankill,D2
Ashtown,Bray (Daly),D2
Ashtown,Greystones,D90
Ashtown,Kilcoole,D90
Ashtown,Wicklow,D91
Ashtown,Rathdrum,D92
Ashtown,Docklands,D2
Ashtown,Drumcondra,D2
Ashtown,Broombridge,D1
Ashtown,Pelletstown,D1
Ashtown,Navan Road Parkway,D1
Ashtown,Castleknock,D1
Ashtown,Coolmine,D2
Ashtown,Clonsilla,D2
Ashtown,Hansfield,D2
Ashtown,Dunboyne,D2
Ashtown,M3 Parkway,D2
Ashtown,Leixlip(Confey),D2
Ashtown,Leixlip(Louisa Bridge),D2
Ashtown,Maynooth,D2
Ashtown,Kilcock,D90
Ashtown,Enfield,D91
Navan Road Parkway,Drogheda (MacBride),D91
Navan Road Parkway,Laytown,D91
Navan Road Parkway,Gormanston,D90
Navan Road Parkway,Balbriggan,D90
Navan Road Parkway,Skerries,D90
Navan Road Parkway,Rush and Lusk,D2
Navan Road Parkway,Donabate,D2
Navan Road Parkway,Malahide,D2
Navan Road Parkway,Portmarnock,D2
Navan Road Parkway,Clongriffin,D2
Navan Road Parkway,Howth,D2
Navan Road Parkway,Sutton,D2
Navan Road Parkway,Bayside,D2
Navan Road Parkway,Howth Junction and Donaghmede,D2
Navan Road Parkway,Kilbarrack,D2
Navan Road Parkway,Raheny,D2
Navan Road Parkway,Harmonstown,D2
Navan Road Parkway,Killester,D2
Navan Road Parkway,Clontarf Road,D2
Navan Road Parkway,Dublin Connolly,D2
Navan Road Parkway,Tara Street,D2
Navan Road Parkway,Dublin Pearse,D2
Navan Road Parkway,Grand Canal Dock,D2
Navan Road Parkway,Lansdowne Road,D2
Navan Road Parkway,Sandymount,D2
Navan Road Parkway,Sydney Parade,D2
Navan Road Parkway,Booterstown,D2
Navan Road Parkway,Blackrock,D2
Navan Road Parkway,Seapoint,D2
Navan Road Parkway,Salthill and Monkstown,D2
Navan Road Parkway,Dun Laoghaire (Mallin),D2
Navan Road Parkway,Sandycove and Glasthule,D2
Navan Road Parkway,Glenageary,D2
Navan Road Parkway,Dalkey,D2
Navan Road Parkway,Killiney,D2
Navan Road Parkway,Shankill,D2
Navan Road Parkway,Bray (Daly),D2
Navan Road Parkway,Greystones,D90
Navan Road Parkway,Kilcoole,D90
Navan Road Parkway,Wicklow,D91
Navan Road Parkway,Rathdrum,D92
Navan Road Parkway,Docklands,D2
Navan Road Parkway,Drumcondra,D2
Navan Road Parkway,Broombridge,D2
Navan Road Parkway,Pelletstown,D1
Navan Road Parkway,Ashtown,D1
Navan Road Parkway,Castleknock,D1
Navan Road Parkway,Coolmine,D2
Navan Road Parkway,Clonsilla,D2
Navan Road Parkway,Hansfield,D2
Navan Road Parkway,Dunboyne,D2
Navan Road Parkway,M3 Parkway,D2
Navan Road Parkway,Leixlip(Confey),D2
Navan Road Parkway,Leixlip(Louisa Bridge),D2
Navan Road Parkway,Maynooth,D2
Navan Road Parkway,Kilcock,D90
Navan Road Parkway,Enfield,D91
Castleknock,Drogheda (MacBride),D91
Castleknock,Laytown,D91
Castleknock,Gormanston,D90
Castleknock,Balbriggan,D90
Castleknock,Skerries,D90
Castleknock,Rush and Lusk,D2
Castleknock,Donabate,D2
Castleknock,Malahide,D2
Castleknock,Portmarnock,D2
Castleknock,Clongriffin,D2
Castleknock,Howth,D2
Castleknock,Sutton,D2
Castleknock,Bayside,D2
Castleknock,Howth Junction and Donaghmede,D2
Castleknock,Kilbarrack,D2
Castleknock,Raheny,D2
Castleknock,Harmonstown,D2
Castleknock,Killester,D2
Castleknock,Clontarf Road,D2
Castleknock,Dublin Connolly,D2
Castleknock,Tara Street,D2
Castleknock,Dublin Pearse,D2
Castleknock,Grand Canal Dock,D2
Castleknock,Lansdowne Road,D2
Castleknock,Sandymount,D2
Castleknock,Sydney Parade,D2
Castleknock,Booterstown,D2
Castleknock,Blackrock,D2
Castleknock,Seapoint,D2
Castleknock,Salthill and Monkstown,D2
Castleknock,Dun Laoghaire (Mallin),D2
Castleknock,Sandycove and Glasthule,D2
Castleknock,Glenageary,D2
Castleknock,Dalkey,D2
Castleknock,Killiney,D2
Castleknock,Shankill,D2
Castleknock,Bray (Daly),D2
Castleknock,Greystones,D90
Castleknock,Kilcoole,D90
Castleknock,Wicklow,D91
Castleknock,Rathdrum,D92
Castleknock,Docklands,D2
Castleknock,Drumcondra,D2
Castleknock,Broombridge,D2
Castleknock,Pelletstown,D2
Castleknock,Ashtown,D1
Castleknock,Navan Road Parkway,D1
Castleknock,Coolmine,D1
Castleknock,Clonsilla,D2
Castleknock,Hansfield,D2
Castleknock,Dunboyne,D2
Castleknock,M3 Parkway,D2
Castleknock,Leixlip(Confey),D2
Castleknock,Leixlip(Louisa Bridge),D2
Castleknock,Maynooth,D2
Castleknock,Kilcock,D11
Castleknock,Enfield,D91
Coolmine,Drogheda (MacBride),D91
Coolmine,Laytown,D91
Coolmine,Gormanston,D90
Coolmine,Balbriggan,D90
Coolmine,Skerries,D90
Coolmine,Rush and Lusk,D2
Coolmine,Donabate,D2
Coolmine,Malahide,D2
Coolmine,Portmarnock,D2
Coolmine,Clongriffin,D2
Coolmine,Howth,D2
Coolmine,Sutton,D2
Coolmine,Bayside,D2
Coolmine,Howth Junction and Donaghmede,D2
Coolmine,Kilbarrack,D2
Coolmine,Raheny,D2
Coolmine,Harmonstown,D2
Coolmine,Killester,D2
Coolmine,Clontarf Road,D2
Coolmine,Dublin Connolly,D2
Coolmine,Tara Street,D2
Coolmine,Dublin Pearse,D2
Coolmine,Grand Canal Dock,D2
Coolmine,Lansdowne Road,D2
Coolmine,Sandymount,D2
Coolmine,Sydney Parade,D2
Coolmine,Booterstown,D2
Coolmine,Blackrock,D2
Coolmine,Seapoint,D2
Coolmine,Salthill and Monkstown,D2
Coolmine,Dun Laoghaire (Mallin),D2
Coolmine,Sandycove and Glasthule,D2
Coolmine,Glenageary,D2
Coolmine,Dalkey,D2
Coolmine,Killiney,D2
Coolmine,Shankill,D2
Coolmine,Bray (Daly),D2
Coolmine,Greystones,D90
Coolmine,Kilcoole,D90
Coolmine,Wicklow,D91
Coolmine,Rathdrum,D92
Coolmine,Docklands,D2
Coolmine,Drumcondra,D2
Coolmine,Broombridge,D2
Coolmine,Pelletstown,D2
Coolmine,Ashtown,D2
Coolmine,Navan Road Parkway,D2
Coolmine,Castleknock,D1
Coolmine,Clonsilla,D1
Coolmine,Hansfield,D2
Coolmine,Dunboyne,D2
Coolmine,M3 Parkway,D2
Coolmine,Leixlip(Confey),D2
Coolmine,Leixlip(Louisa Bridge),D2
Coolmine,Maynooth,D2
Coolmine,Kilcock,D11
Coolmine,Enfield,D12
Clonsilla,Drogheda (MacBride),D91
Clonsilla,Laytown,D91
Clonsilla,Gormanston,D90
Clonsilla,Balbriggan,D90
Clonsilla,Skerries,D90
Clonsilla,Rush and Lusk,D2
Clonsilla,Donabate,D2
Clonsilla,Malahide,D2
Clonsilla,Portmarnock,D2
Clonsilla,Clongriffin,D2
Clonsilla,Howth,D2
Clonsilla,Sutton,D2
Clonsilla,Bayside,D2
Clonsilla,Howth Junction and Donaghmede,D2
Clonsilla,Kilbarrack,D2
Clonsilla,Raheny,D2
Clonsilla,Harmonstown,D2
Clonsilla,Killester,D2
Clonsilla,Clontarf Road,D2
Clonsilla,Dublin Connolly,D2
Clonsilla,Tara Street,D2
Clonsilla,Dublin Pearse,D2
Clonsilla,Grand Canal Dock,D2
Clonsilla,Lansdowne Road,D2
Clonsilla,Sandymount,D2
Clonsilla,Sydney Parade,D2
Clonsilla,Booterstown,D2
Clonsilla,Blackrock,D2
Clonsilla,Seapoint,D2
Clonsilla,Salthill and Monkstown,D2
Clonsilla,Dun Laoghaire (Mallin),D2
Clonsilla,Sandycove and Glasthule,D2
Clonsilla,Glenageary,D2
Clonsilla,Dalkey,D2
Clonsilla,Killiney,D2
Clonsilla,Shankill,D2
Clonsilla,Bray (Daly),D2
Clonsilla,Greystones,D90
Clonsilla,Kilcoole,D90
Clonsilla,Wicklow,D91
Clonsilla,Rathdrum,D92
Clonsilla,Docklands,D2
Clonsilla,Drumcondra,D2
Clonsilla,Broombridge,D2
Clonsilla,Pelletstown,D2
Clonsilla,Ashtown,D2
Clonsilla,Navan Road Parkway,D2
Clonsilla,Castleknock,D2
Clonsilla,Coolmine,D1
Clonsilla,Hansfield,D1
Clonsilla,Dunboyne,D2
Clonsilla,M3 Parkway,D2
Clonsilla,Leixlip(Confey),D2
Clonsilla,Leixlip(Louisa Bridge),D2
Clonsilla,Maynooth,D2
Clonsilla,Kilcock,D11
Clonsilla,Enfield,D12
Hansfield,Drogheda (MacBride),D91
Hansfield,Laytown,D91
Hansfield,Gormanston,D90
Hansfield,Balbriggan,D90
Hansfield,Skerries,D90
Hansfield,Rush and Lusk,D2
Hansfield,Donabate,D2
Hansfield,Malahide,D2
Hansfield,Portmarnock,D2
Hansfield,Clongriffin,D2
Hansfield,Howth,D2
Hansfield,Sutton,D2
Hansfield,Bayside,D2
Hansfield,Howth Junction and Donaghmede,D2
Hansfield,Kilbarrack,D2
Hansfield,Raheny,D2
Hansfield,Harmonstown,D2
Hansfield,Killester,D2
Hansfield,Clontarf Road,D2
Hansfield,Dublin Connolly,D2
Hansfield,Tara Street,D2
Hansfield,Dublin Pearse,D2
Hansfield,Grand Canal Dock,D2
Hansfield,Lansdowne Road,D2
Hansfield,Sandymount,D2
Hansfield,Sydney Parade,D2
Hansfield,Booterstown,D2
Hansfield,Blackrock,D2
Hansfield,Seapoint,D2
Hansfield,Salthill and Monkstown,D2
Hansfield,Dun Laoghaire (Mallin),D2
Hansfield,Sandycove and Glasthule,D2
Hansfield,Glenageary,D2
Hansfield,Dalkey,D2
Hansfield,Killiney,D2
Hansfield,Shankill,D2
Hansfield,Bray (Daly),D2
Hansfield,Greystones,D90
Hansfield,Kilcoole,D90
Hansfield,Wicklow,D91
Hansfield,Rathdrum,D92
Hansfield,Docklands,D2
Hansfield,Drumcondra,D2
Hansfield,Broombridge,D2
Hansfield,Pelletstown,D2
Hansfield,Ashtown,D2
Hansfield,Navan Road Parkway,D2
Hansfield,Castleknock,D2
Hansfield,Coolmine,D2
Hansfield,Clonsilla,D1
Hansfield,Dunboyne,D2
Hansfield,M3 Parkway,D2
Hansfield,Leixlip(Confey),D2
Hansfield,Leixlip(Louisa Bridge),D2
Hansfield,Maynooth,D2
Hansfield,Kilcock,D11
Hansfield,Enfield,D12
Dunboyne,Drogheda (MacBride),D91
Dunboyne,Laytown,D91
Dunboyne,Gormanston,D90
Dunboyne,Balbriggan,D90
Dunboyne,Skerries,D90
Dunboyne,Rush and Lusk,D2
Dunboyne,Donabate,D2
Dunboyne,Malahide,D2
Dunboyne,Portmarnock,D2
Dunboyne,Clongriffin,D2
Dunboyne,Howth,D2
Dunboyne,Sutton,D2
Dunboyne,Bayside,D2
Dunboyne,Howth Junction and Donaghmede,D2
Dunboyne,Kilbarrack,D2
Dunboyne,Raheny,D2
Dunboyne,Harmonstown,D2
Dunboyne,Killester,D2
Dunboyne,Clontarf Road,D2
Dunboyne,Dublin Connolly,D2
Dunboyne,Tara Street,D2
Dunboyne,Dublin Pearse,D2
Dunboyne,Grand Canal Dock,D2
Dunboyne,Lansdowne Road,D2
Dunboyne,Sandymount,D2
Dunboyne,Sydney Parade,D2
Dunboyne,Booterstown,D2
Dunboyne,Blackrock,D2
Dunboyne,Seapoint,D2
Dunboyne,Salthill and Monkstown,D2
Dunboyne,Dun Laoghaire (Mallin),D2
Dunboyne,Sandycove and Glasthule,D2
Dunboyne,Glenageary,D2
Dunboyne,Dalkey,D2
Dunboyne,Killiney,D2
Dunboyne,Shankill,D2
Dunboyne,Bray (Daly),D2
Dunboyne,Greystones,D90
Dunboyne,Kilcoole,D90
Dunboyne,Wicklow,D91
Dunboyne,Rathdrum,D92
Dunboyne,Docklands,D2
Dunboyne,Drumcondra,D2
Dunboyne,Broombridge,D2
Dunboyne,Pelletstown,D2
Dunboyne,Ashtown,D2
Dunboyne,Navan Road Parkway,D2
Dunboyne,Castleknock,D2
Dunboyne,Coolmine,D2
Dunboyne,Clonsilla,D2
Dunboyne,Hansfield,D2
Dunboyne,M3 Parkway,D1
Dunboyne,Leixlip(Confey),D2
Dunboyne,Leixlip(Louisa Bridge),D2
Dunboyne,Maynooth,D2
Dunboyne,Kilcock,D11
Dunboyne,Enfield,D12
M3 Parkway,Drogheda (MacBride),D91
M3 Parkway,Laytown,D91
M3 Parkway,Gormanston,D90
M3 Parkway,Balbriggan,D90
M3 Parkway,Skerries,D90
M3 Parkway,Rush and Lusk,D2
M3 Parkway,Donabate,D2
M3 Parkway,Malahide,D2
M3 Parkway,Portmarnock,D2
M3 Parkway,Clongriffin,D2
M3 Parkway,Howth,D2
M3 Parkway,Sutton,D2
M3 Parkway,Bayside,D2
M3 Parkway,Howth Junction and Donaghmede,D2
M3 Parkway,Kilbarrack,D2
M3 Parkway,Raheny,D2
M3 Parkway,Harmonstown,D2
M3 Parkway,Killester,D2
M3 Parkway,Clontarf Road,D2
M3 Parkway,Dublin Connolly,D2
M3 Parkway,Tara Street,D2
M3 Parkway,Dublin Pearse,D2
M3 Parkway,Grand Canal Dock,D2
M3 Parkway,Lansdowne Road,D2
M3 Parkway,Sandymount,D2
M3 Parkway,Sydney Parade,D2
M3 Parkway,Booterstown,D2
M3 Parkway,Blackrock,D2
M3 Parkway,Seapoint,D2
M3 Parkway,Salthill and Monkstown,D2
M3 Parkway,Dun Laoghaire (Mallin),D2
M3 Parkway,Sandycove and Glasthule,D2
M3 Parkway,Glenageary,D2
M3 Parkway,Dalkey,D2
M3 Parkway,Killiney,D2
M3 Parkway,Shankill,D2
M3 Parkway,Bray (Daly),D2
M3 Parkway,Greystones,D90
M3 Parkway,Kilcoole,D90
M3 Parkway,Wicklow,D91
M3 Parkway,Rathdrum,D92
M3 Parkway,Docklands,D2
M3 Parkway,Drumcondra,D2
M3 Parkway,Broombridge,D2
M3 Parkway,Pelletstown,D2
M3 Parkway,Ashtown,D2
M3 Parkway,Navan Road Parkway,D2
M3 Parkway,Castleknock,D2
M3 Parkway,Coolmine,D2
M3 Parkway,Clonsilla,D2
M3 Parkway,Hansfield,D2
M3 Parkway,Dunboyne,D1
M3 Parkway,Leixlip(Confey),D2
M3 Parkway,Leixlip(Louisa Bridge),D2
M3 Parkway,Maynooth,D2
M3 Parkway,Kilcock,D11
M3 Parkway,Enfield,D12
Leixlip(Confey),Drogheda (MacBride),D91
Leixlip(Confey),Laytown,D91
Leixlip(Confey),Gormanston,D90
Leixlip(Confey),Balbriggan,D90
Leixlip(Confey),Skerries,D90
Leixlip(Confey),Rush and Lusk,D2
Leixlip(Confey),Donabate,D2
Leixlip(Confey),Malahide,D2
Leixlip(Confey),Portmarnock,D2
Leixlip(Confey),Clongriffin,D2
Leixlip(Confey),Howth,D2
Leixlip(Confey),Sutton,D2
Leixlip(Confey),Bayside,D2
Leixlip(Confey),Howth Junction and Donaghmede,D2
Leixlip(Confey),Kilbarrack,D2
Leixlip(Confey),Raheny,D2
Leixlip(Confey),Harmonstown,D2
Leixlip(Confey),Killester,D2
Leixlip(Confey),Clontarf Road,D2
Leixlip(Confey),Dublin Connolly,D2
Leixlip(Confey),Tara Street,D2
Leixlip(Confey),Dublin Pearse,D2
Leixlip(Confey),Grand Canal Dock,D2
Leixlip(Confey),Lansdowne Road,D2
Leixlip(Confey),Sandymount,D2
Leixlip(Confey),Sydney Parade,D2
Leixlip(Confey),Booterstown,D2
Leixlip(Confey),Blackrock,D2
Leixlip(Confey),Seapoint,D2
Leixlip(Confey),Salthill and Monkstown,D2
Leixlip(Confey),Dun Laoghaire (Mallin),D2
Leixlip(Confey),Sandycove and Glasthule,D2
Leixlip(Confey),Glenageary,D2
Leixlip(Confey),Dalkey,D2
Leixlip(Confey),Killiney,D2
Leixlip(Confey),Shankill,D2
Leixlip(Confey),Bray (Daly),D2
Leixlip(Confey),Greystones,D90
Leixlip(Confey),Kilcoole,D90
Leixlip(Confey),Wicklow,D91
Leixlip(Confey),Rathdrum,D92
Leixlip(Confey),Docklands,D2
Leixlip(Confey),Drumcondra,D2
Leixlip(Confey),Broombridge,D2
Leixlip(Confey),Pelletstown,D2
Leixlip(Confey),Ashtown,D2
Leixlip(Confey),Navan Road Parkway,D2
Leixlip(Confey),Castleknock,D2
Leixlip(Confey),Coolmine,D2
Leixlip(Confey),Clonsilla,D2
Leixlip(Confey),Hansfield,D2
Leixlip(Confey),Dunboyne,D2
Leixlip(Confey),M3 Parkway,D2
Leixlip(Confey),Leixlip(Louisa Bridge),D1
Leixlip(Confey),Maynooth,D2
Leixlip(Confey),Kilcock,D11
Leixlip(Confey),Enfield,D12
Leixlip(Louisa Bridge),Drogheda (MacBride),D91
Leixlip(Louisa Bridge),Laytown,D91
Leixlip(Louisa Bridge),Gormanston,D90
Leixlip(Louisa Bridge),Balbriggan,D90
Leixlip(Louisa Bridge),Skerries,D90
Leixlip(Louisa Bridge),Rush and Lusk,D2
Leixlip(Louisa Bridge),Donabate,D2
Leixlip(Louisa Bridge),Malahide,D2
Leixlip(Louisa Bridge),Portmarnock,D2
Leixlip(Louisa Bridge),Clongriffin,D2
Leixlip(Louisa Bridge),Howth,D2
Leixlip(Louisa Bridge),Sutton,D2
Leixlip(Louisa Bridge),Bayside,D2
Leixlip(Louisa Bridge),Howth Junction and Donaghmede,D2
Leixlip(Louisa Bridge),Kilbarrack,D2
Leixlip(Louisa Bridge),Raheny,D2
Leixlip(Louisa Bridge),Harmonstown,D2
Leixlip(Louisa Bridge),Killester,D2
Leixlip(Louisa Bridge),Clontarf Road,D2
Leixlip(Louisa Bridge),Dublin Connolly,D2
Leixlip(Louisa Bridge),Tara Street,D2
Leixlip(Louisa Bridge),Dublin Pearse,D2
Leixlip(Louisa Bridge),Grand Canal Dock,D2
Leixlip(Louisa Bridge),Lansdowne Road,D2
Leixlip(Louisa Bridge),Sandymount,D2
Leixlip(Louisa Bridge),Sydney Parade,D2
Leixlip(Louisa Bridge),Booterstown,D2
Leixlip(Louisa Bridge),Blackrock,D2
Leixlip(Louisa Bridge),Seapoint,D2
Leixlip(Louisa Bridge),Salthill and Monkstown,D2
Leixlip(Louisa Bridge),Dun Laoghaire (Mallin),D2
Leixlip(Louisa Bridge),Sandycove and Glasthule,D2
Leixlip(Louisa Bridge),Glenageary,D2
Leixlip(Louisa Bridge),Dalkey,D2
Leixlip(Louisa Bridge),Killiney,D2
Leixlip(Louisa Bridge),Shankill,D2
Leixlip(Louisa Bridge),Bray (Daly),D2
Leixlip(Louisa Bridge),Greystones,D90
Leixlip(Louisa Bridge),Kilcoole,D90
Leixlip(Louisa Bridge),Wicklow,D91
Leixlip(Louisa Bridge),Rathdrum,D92
Leixlip(Louisa Bridge),Docklands,D2
Leixlip(Louisa Bridge),Drumcondra,D2
Leixlip(Louisa Bridge),Broombridge,D2
Leixlip(Louisa Bridge),Pelletstown,D2
Leixlip(Louisa Bridge),Ashtown,D2
Leixlip(Louisa Bridge),Navan Road Parkway,D2
Leixlip(Louisa Bridge),Castleknock,D2
Leixlip(Louisa Bridge),Coolmine,D2
Leixlip(Louisa Bridge),Clonsilla,D2
Leixlip(Louisa Bridge),Hansfield,D2
Leixlip(Louisa Bridge),Dunboyne,D2
Leixlip(Louisa Bridge),M3 Parkway,D2
Leixlip(Louisa Bridge),Leixlip(Confey),D1
Leixlip(Louisa Bridge),Maynooth,D2
Leixlip(Louisa Bridge),Kilcock,D11
Leixlip(Louisa Bridge),Enfield,D12
Maynooth,Drogheda (MacBride),D91
Maynooth,Laytown,D91
Maynooth,Gormanston,D90
Maynooth,Balbriggan,D90
Maynooth,Skerries,D90
Maynooth,Rush and Lusk,D2
Maynooth,Donabate,D2
Maynooth,Malahide,D2
Maynooth,Portmarnock,D2
Maynooth,Clongriffin,D2
Maynooth,Howth,D2
Maynooth,Sutton,D2
Maynooth,Bayside,D2
Maynooth,Howth Junction and Donaghmede,D2
Maynooth,Kilbarrack,D2
Maynooth,Raheny,D2
Maynooth,Harmonstown,D2
Maynooth,Killester,D2
Maynooth,Clontarf Road,D2
Maynooth,Dublin Connolly,D2
Maynooth,Tara Street,D2
Maynooth,Dublin Pearse,D2
Maynooth,Grand Canal Dock,D2
Maynooth,Lansdowne Road,D2
Maynooth,Sandymount,D2
Maynooth,Sydney Parade,D2
Maynooth,Booterstown,D2
Maynooth,Blackrock,D2
Maynooth,Seapoint,D2
Maynooth,Salthill and Monkstown,D2
Maynooth,Dun Laoghaire (Mallin),D2
Maynooth,Sandycove and Glasthule,D2
Maynooth,Glenageary,D2
Maynooth,Dalkey,D2
Maynooth,Killiney,D2
Maynooth,Shankill,D2
Maynooth,Bray (Daly),D2
Maynooth,Greystones,D90
Maynooth,Kilcoole,D90
Maynooth,Wicklow,D91
Maynooth,Rathdrum,D92
Maynooth,Docklands,D2
Maynooth,Drumcondra,D2
Maynooth,Broombridge,D2
Maynooth,Pelletstown,D2
Maynooth,Ashtown,D2
Maynooth,Navan Road Parkway,D2
Maynooth,Castleknock,D2
Maynooth,Coolmine,D2
Maynooth,Clonsilla,D2
Maynooth,Hansfield,D2
Maynooth,Dunboyne,D2
Maynooth,M3 Parkway,D2
Maynooth,Leixlip(Confey),D2
Maynooth,Leixlip(Louisa Bridge),D2
Maynooth,Kilcock,D10
Maynooth,Enfield,D11
Kilcock,Drogheda (MacBride),D92
Kilcock,Laytown,D92
Kilcock,Gormanston,D91
Kilcock,Balbriggan,D91
Kilcock,Skerries,D91
Kilcock,Rush and Lusk,D90
